InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalRevenue
541963,22767,TRIPLE PHOTO FRAME CORNICE,3,2024-01-20T11:13:06Z,9.95,17799,United Kingdom,29.849999999999998
541963,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,3,2024-01-20T11:13:06Z,16.95,17799,United Kingdom,50.849999999999994
C541964,84849D,HOT BATHS SOAP HOLDER,21,2024-01-20T11:13:13Z,1.69,15291,United Kingdom,35.49
541965,20828,GLITTER BUTTERFLY CLIPS,18,2024-01-20T11:13:27Z,2.55,12625,Germany,45.9
541965,22813,PACK 3 BOXES BIRD PANNETONE,36,2024-01-20T11:13:27Z,1.95,12625,Germany,70.2
541965,22742,MAKE YOUR OWN PLAYTIME CARD KIT,18,2024-01-20T11:13:27Z,2.95,12625,Germany,53.1
541965,22744,MAKE YOUR OWN MONSOON CARD KIT,18,2024-01-20T11:13:27Z,2.95,12625,Germany,53.1
541965,22903,CALENDAR FAMILY FAVOURITES,6,2024-01-20T11:13:27Z,2.95,12625,Germany,17.700000000000003
541965,22535,MAGIC DRAWING SLATE BUNNIES,24,2024-01-20T11:13:27Z,0.42,12625,Germany,10.08
541965,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,2024-01-20T11:13:27Z,5.45,12625,Germany,65.4
541965,22087,PAPER BUNTING WHITE LACE,24,2024-01-20T11:13:27Z,2.95,12625,Germany,70.80000000000001
541965,22088,PAPER BUNTING COLOURED LACE,24,2024-01-20T11:13:27Z,2.95,12625,Germany,70.80000000000001
541965,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2024-01-20T11:13:27Z,2.95,12625,Germany,35.400000000000006
541965,22962,JAM JAR WITH PINK LID,36,2024-01-20T11:13:27Z,0.85,12625,Germany,30.599999999999998
541965,22963,JAM JAR WITH GREEN LID,36,2024-01-20T11:13:27Z,0.85,12625,Germany,30.599999999999998
541966,84789,ENCHANTED BIRD PLANT CAGE,16,2024-01-20T11:13:35Z,2.95,13854,United Kingdom,47.2
541970,22027,TEA PARTY BIRTHDAY CARD,72,2024-01-20T11:13:48Z,0.36,15179,United Kingdom,25.919999999999998
541970,22029,SPACEBOY BIRTHDAY CARD,72,2024-01-20T11:13:48Z,0.36,15179,United Kingdom,25.919999999999998
541970,22613,PACK OF 20 SPACEBOY NAPKINS,24,2024-01-20T11:13:48Z,0.85,15179,United Kingdom,20.4
541970,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,12,2024-01-20T11:13:48Z,2.95,15179,United Kingdom,35.400000000000006
541974,85187,S/12 MINI RABBIT EASTER,3,2024-01-20T11:14:16Z,1.65,14541,United Kingdom,4.949999999999999
541974,22669,RED BABY BUNTING,10,2024-01-20T11:14:16Z,2.95,14541,United Kingdom,29.5
541978,21631,HIPPY CHIC DECORATIVE PARASOL,3,2024-01-20T11:14:46Z,12.75,13551,United Kingdom,38.25
541979,21465,PINK FLOWER CROCHET FOOD COVER,6,2024-01-20T11:14:54Z,3.75,14911,EIRE,22.5
541979,20795,LARGE BLUE PROVENCAL CERAMIC BALL,6,2024-01-20T11:14:54Z,2.1,14911,EIRE,12.600000000000001
541979,84976,RECTANGULAR SHAPED MIRROR,6,2024-01-20T11:14:54Z,1.69,14911,EIRE,10.14
541980,35922,EASTER BUNNY WREATH,5,2024-01-20T11:15:09Z,4.95,12421,Spain,24.75
541985,21576,LETS GO SHOPPING COTTON TOTE BAG,4,2024-01-20T11:15:52Z,2.25,15052,United Kingdom,9
541985,20979,36 PENCILS TUBE RED RETROSPOT,6,2024-01-20T11:15:52Z,1.25,15052,United Kingdom,7.5
541985,84078A,SET/4 WHITE RETRO STORAGE CUBES,2,2024-01-20T11:15:52Z,39.95,15052,United Kingdom,79.9
541987,21445,12 PINK ROSE PEG PLACE SETTINGS,2,2024-01-20T11:16:05Z,1.25,14130,United Kingdom,2.5
541987,22354,RETROSPOT PADDED SEAT CUSHION,6,2024-01-20T11:16:05Z,3.75,14130,United Kingdom,22.5
541987,21746,SMALL RED RETROSPOT WINDMILL,6,2024-01-20T11:16:05Z,1.25,14130,United Kingdom,7.5
541989,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,24,2025-01-20T11:08:21Z,1.27,13615,United Kingdom,30.48
541990,84632,DECORATIVE HANGING SHELVING UNIT,1,2025-01-20T11:09:01Z,59.95,13901,United Kingdom,59.95
541990,22257,FELT FARM ANIMAL SHEEP,12,2025-01-20T11:09:01Z,1.25,13901,United Kingdom,15
541990,90197B,BLACK GLASS BRACELET W HEART CHARMS,3,2025-01-20T11:09:01Z,4.95,13901,United Kingdom,14.850000000000001
541991,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,2025-01-20T11:09:11Z,1.25,12417,Belgium,45
541991,84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,3,2025-01-20T11:09:11Z,4.65,12417,Belgium,13.950000000000001
541992,21232,STRAWBERRY CERAMIC TRINKET BOX,96,2025-01-20T11:09:31Z,1.06,16029,United Kingdom,101.76
541997,85177,BASKET OF FLOWERS SEWING KIT,10,2025-01-20T11:10:38Z,0.85,18077,United Kingdom,8.5
541997,85176,SEWING SUSAN 21 NEEDLE SET,9,2025-01-20T11:10:38Z,0.85,18077,United Kingdom,7.6499999999999995
541997,22651,GENTLEMAN SHIRT REPAIR KIT,13,2025-01-20T11:10:38Z,0.85,18077,United Kingdom,11.049999999999999
541997,22919,HERB MARKER MINT,5,2025-01-20T11:10:38Z,0.65,18077,United Kingdom,3.25
541997,22916,HERB MARKER THYME,5,2025-01-20T11:10:38Z,0.65,18077,United Kingdom,3.25
541997,22917,HERB MARKER ROSEMARY,5,2025-01-20T11:10:38Z,0.65,18077,United Kingdom,3.25
541997,22920,HERB MARKER BASIL,5,2025-01-20T11:10:38Z,0.65,18077,United Kingdom,3.25
541997,85049D,BRIGHT BLUES RIBBONS,6,2025-01-20T11:10:38Z,1.25,18077,United Kingdom,7.5
541997,85049C,ROMANTIC PINKS RIBBONS,6,2025-01-20T11:10:38Z,1.25,18077,United Kingdom,7.5
541997,22928,YELLOW GIANT GARDEN THERMOMETER,14,2025-01-20T11:10:38Z,5.95,18077,United Kingdom,83.3
541998,21980,PACK OF 12 RED RETROSPOT TISSUES,144,2025-01-20T11:10:42Z,0.29,12348,Finland,41.76
541998,21985,PACK OF 12 HEARTS DESIGN TISSUES,144,2025-01-20T11:10:42Z,0.29,12348,Finland,41.76
541998,21726,MULTI HEARTS  STICKERS,24,2025-01-20T11:10:42Z,0.85,12348,Finland,20.4
541998,21983,PACK OF 12 BLUE PAISLEY TISSUES,144,2025-01-20T11:10:42Z,0.29,12348,Finland,41.76
541998,21967,PACK OF 12 SKULL TISSUES,144,2025-01-20T11:10:42Z,0.29,12348,Finland,41.76
542000,84741C,CITRUS GARLAND FELT FLOWERS,6,2025-01-20T11:10:49Z,1.95,14257,United Kingdom,11.7
542000,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,12,2025-01-20T11:10:49Z,1.65,14257,United Kingdom,19.799999999999997
542001,62096A,PINK/YELLOW FLOWERS HANDBAG,24,2025-01-20T11:10:56Z,1.25,14298,United Kingdom,30
542001,62086A,PINK RETRO BIG FLOWER BAG,30,2025-01-20T11:10:56Z,1.95,14298,United Kingdom,58.5
542001,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,24,2025-01-20T11:10:56Z,0.85,14298,United Kingdom,20.4
542001,90125A,PINK BERTIE GLASS BEAD BAG CHARM,24,2025-01-20T11:10:56Z,0.85,14298,United Kingdom,20.4
542001,21884,CAKES AND BOWS GIFT  TAPE,48,2025-01-20T11:10:56Z,0.19,14298,United Kingdom,9.120000000000001
542001,21881,CUTE CATS TAPE,48,2025-01-20T11:10:56Z,0.19,14298,United Kingdom,9.120000000000001
542001,21879,HEARTS GIFT TAPE,96,2025-01-20T11:10:56Z,0.19,14298,United Kingdom,18.240000000000002
542001,21065,BOOM BOX SPEAKER GIRLS,48,2025-01-20T11:10:56Z,1.25,14298,United Kingdom,60
542002,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,30,2025-01-20T11:10:57Z,0.72,14298,United Kingdom,21.599999999999998
542002,21929,JUMBO BAG PINK VINTAGE PAISLEY,30,2025-01-20T11:10:57Z,1.65,14298,United Kingdom,49.5
542005,22740,POLKADOT PEN,144,2025-01-20T11:11:18Z,0.85,14409,United Kingdom,122.39999999999999
542025,21257,VICTORIAN SEWING BOX MEDIUM,32,2025-01-20T11:11:41Z,6.95,14543,United Kingdom,222.4
542025,21926,RED/CREAM STRIPE CUSHION COVER,12,2025-01-20T11:11:41Z,1.25,14543,United Kingdom,15
542025,21927,BLUE/CREAM STRIPE CUSHION COVER,12,2025-01-20T11:11:41Z,1.25,14543,United Kingdom,15
542026,22360,GLASS JAR ENGLISH CONFECTIONERY,12,2025-01-20T11:11:41Z,2.95,15110,United Kingdom,35.400000000000006
C542032,22778,GLASS CLOCHE SMALL,7,2025-01-20T11:11:45Z,3.39,15311,United Kingdom,23.73
542057,84912A,PINK ROSE WASHBAG,2,2025-01-20T11:11:57Z,3.75,15967,United Kingdom,7.5
542058,17096,ASSORTED LAQUERED INCENSE HOLDERS,96,2025-01-20T11:11:59Z,0.21,15601,United Kingdom,20.16
542058,16236,KITTY PENCIL ERASERS,56,2025-01-20T11:11:59Z,0.21,15601,United Kingdom,11.76
542058,85215,ASSORTED CHEESE FRIDGE MAGNETS,24,2025-01-20T11:11:59Z,0.65,15601,United Kingdom,15.600000000000001
542079,21407,BROWN CHECK CAT DOORSTOP,16,2025-01-20T11:12:15Z,3.75,18144,United Kingdom,60
542080,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2025-01-20T11:12:16Z,3.25,13815,Germany,39
542080,22242,5 HOOK HANGER MAGIC TOADSTOOL,8,2025-01-20T11:12:16Z,1.65,13815,Germany,13.2
542083,21829,DINOSAUR KEYRINGS ASSORTED,72,2025-01-20T11:12:26Z,0.21,18008,United Kingdom,15.12
542083,21829,DINOSAUR KEYRINGS ASSORTED,144,2025-01-20T11:12:26Z,0.21,18008,United Kingdom,30.24
542083,21826,EIGHT PIECE DINOSAUR SET,7,2025-01-20T11:12:26Z,1.25,18008,United Kingdom,8.75
542083,21830,ASSORTED CREEPY CRAWLIES,72,2025-01-20T11:12:26Z,0.42,18008,United Kingdom,30.24
542084,22384,LUNCH BAG PINK POLKADOT,30,2025-01-20T11:12:31Z,1.65,14680,United Kingdom,49.5
542084,20726,LUNCH BAG WOODLAND,50,2025-01-20T11:12:31Z,1.65,14680,United Kingdom,82.5
542084,20727,LUNCH BAG  BLACK SKULL.,50,2025-01-20T11:12:31Z,1.65,14680,United Kingdom,82.5
542084,21937,STRAWBERRY   PICNIC BAG,30,2025-01-20T11:12:31Z,2.95,14680,United Kingdom,88.5
542084,22326,ROUND SNACK BOXES SET OF4 WOODLAND,15,2025-01-20T11:12:31Z,2.95,14680,United Kingdom,44.25
542085,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3,2025-01-20T11:12:33Z,2.95,14534,United Kingdom,8.850000000000001
542085,22021,BLUE FELT EASTER EGG BASKET,4,2025-01-20T11:12:33Z,1.65,14534,United Kingdom,6.6
542085,85206A,CREAM FELT EASTER EGG BASKET,4,2025-01-20T11:12:33Z,1.65,14534,United Kingdom,6.6
542085,21626,VINTAGE UNION JACK PENNANT,10,2025-01-20T11:12:33Z,1.95,14534,United Kingdom,19.5
542087,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2025-01-20T11:12:35Z,3.75,14849,United Kingdom,45
542090,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,10,2025-01-20T11:12:39Z,2.95,15518,United Kingdom,29.5
542090,21985,PACK OF 12 HEARTS DESIGN TISSUES,36,2025-01-20T11:12:39Z,0.29,15518,United Kingdom,10.44
542090,22196,SMALL HEART MEASURING SPOONS,11,2025-01-20T11:12:39Z,0.85,15518,United Kingdom,9.35
542093,22906,12 MESSAGE CARDS WITH ENVELOPES,12,2025-01-20T11:12:46Z,1.65,17677,United Kingdom,19.799999999999997
C542095,21877,HOME SWEET HOME MUG,5,2025-01-20T11:12:49Z,1.25,17730,United Kingdom,6.25
542096,21389,IVORY HANGING DECORATION  BIRD,48,2025-01-20T11:12:52Z,0.85,17236,United Kingdom,40.8
542096,84881,BLUE WIRE SPIRAL CANDLE HOLDER,4,2025-01-20T11:12:52Z,6.35,17236,United Kingdom,25.4
C542097,22701,PINK DOG BOWL,4,2025-01-20T11:12:52Z,2.95,14215,United Kingdom,11.8
542099,22776,SWEETHEART CAKESTAND 3 TIER,10,2025-01-20T11:13:10Z,9.95,13703,United Kingdom,99.5
542100,35913B,WHITE/PINK CHICK EASTER DECORATION,5,2025-01-20T11:13:15Z,0.85,15339,United Kingdom,4.25
542100,35912B,WHITE/PINK CHICK DECORATION,5,2025-01-20T11:13:15Z,1.25,15339,United Kingdom,6.25
542100,84744,S/6 SEW ON CROCHET FLOWERS,2,2025-01-20T11:13:15Z,1.25,15339,United Kingdom,2.5
542100,46000U,POLYESTER FILLER PAD 30CMx30CM,3,2025-01-20T11:13:15Z,1.25,15339,United Kingdom,3.75
542100,47586A,PINK FAIRY CAKE CUSHION COVER,3,2025-01-20T11:13:15Z,2.55,15339,United Kingdom,7.6499999999999995
542100,21441,BLUE BIRDHOUSE DECORATION,5,2025-01-20T11:13:15Z,0.85,15339,United Kingdom,4.25
542100,84745B,BLUE HANGING GINGHAM EASTER HEN,10,2025-01-20T11:13:15Z,0.42,15339,United Kingdom,4.2
542100,84745A,PINK HANGING GINGHAM EASTER HEN,10,2025-01-20T11:13:15Z,0.42,15339,United Kingdom,4.2
542100,22146,EASTER CRAFT IVY WREATH WITH CHICK,1,2025-01-20T11:13:15Z,1.95,15339,United Kingdom,1.95
C542101,22937,BAKING MOULD CHOCOLATE CUPCAKES,7,2025-01-20T11:13:15Z,2.55,12471,Germany,17.849999999999998
542102,21519,GIN & TONIC DIET GREETING CARD,72,2025-01-20T11:13:26Z,0.36,12744,Singapore,25.919999999999998
542102,20971,PINK BLUE FELT CRAFT TRINKET BOX,48,2025-01-20T11:13:26Z,1.25,12744,Singapore,60
542102,20972,PINK CREAM FELT CRAFT TRINKET BOX,48,2025-01-20T11:13:26Z,1.25,12744,Singapore,60
542102,22367,CHILDRENS APRON SPACEBOY DESIGN,16,2025-01-20T11:13:26Z,1.95,12744,Singapore,31.2
542102,22938,CUPCAKE LACE PAPER SET 6,24,2025-01-20T11:13:26Z,1.95,12744,Singapore,46.8
542102,21936,RED RETROSPOT PICNIC BAG,25,2025-01-20T11:13:26Z,2.95,12744,Singapore,73.75
542102,21086,SET/6 RED SPOTTY PAPER CUPS,24,2025-01-20T11:13:26Z,0.65,12744,Singapore,15.600000000000001
542102,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2025-01-20T11:13:26Z,0.85,12744,Singapore,10.2
542102,20681,PINK POLKADOT CHILDRENS UMBRELLA,12,2025-01-20T11:13:26Z,3.25,12744,Singapore,39
542102,22084,PAPER CHAIN KIT EMPIRE,18,2025-01-20T11:13:26Z,2.95,12744,Singapore,53.1
542102,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,18,2025-01-20T11:13:26Z,2.95,12744,Singapore,53.1
542103,20622,VIPPASSPORT COVER,6,2025-01-20T11:13:26Z,2.1,13198,United Kingdom,12.600000000000001
542103,22228,BUNNY WOODEN PAINTED WITH BIRD,24,2025-01-20T11:13:26Z,0.85,13198,United Kingdom,20.4
542103,22229,BUNNY WOODEN PAINTED WITH FLOWER,24,2025-01-20T11:13:26Z,0.85,13198,United Kingdom,20.4
542105,22672,FRENCH BATHROOM SIGN BLUE METAL,4,2025-01-20T11:13:35Z,1.65,12854,United Kingdom,6.6
542105,22674,FRENCH TOILET SIGN BLUE METAL,4,2025-01-20T11:13:35Z,1.25,12854,United Kingdom,5
542105,22675,FRENCH KITCHEN SIGN BLUE METAL,4,2025-01-20T11:13:35Z,1.25,12854,United Kingdom,5
542105,22458,CAST IRON HOOK GARDEN FORK,6,2025-01-20T11:13:35Z,2.55,12854,United Kingdom,15.299999999999999
542105,21385,IVORY HANGING DECORATION  HEART,10,2025-01-20T11:13:35Z,0.85,12854,United Kingdom,8.5
542106,21210,SET OF 72 RETROSPOT PAPER  DOILIES,48,2025-01-20T11:13:37Z,1.45,12709,Germany,69.6
542106,22627,MINT KITCHEN SCALES,12,2025-01-20T11:13:37Z,7.65,12709,Germany,91.80000000000001
542106,21238,RED RETROSPOT CUP,30,2025-01-20T11:13:37Z,0.85,12709,Germany,25.5
542106,21217,RED RETROSPOT ROUND CAKE TINS,24,2025-01-20T11:13:37Z,8.95,12709,Germany,214.79999999999998
542107,21972,SET OF 36 DINOSAUR PAPER DOILIES,2,2025-01-20T11:13:38Z,1.45,16222,United Kingdom,2.9
542107,21891,TRADITIONAL WOODEN SKIPPING ROPE,8,2025-01-20T11:13:38Z,1.25,16222,United Kingdom,10
542107,21910,WAY OUT METAL SIGN,2,2025-01-20T11:13:38Z,1.65,16222,United Kingdom,3.3
542107,82599,FANNY'S REST STOPMETAL SIGN,6,2025-01-20T11:13:38Z,2.1,16222,United Kingdom,12.600000000000001
542112,21211,SET OF 72 SKULL PAPER  DOILIES,4,2025-01-20T11:13:55Z,1.45,13168,United Kingdom,5.8
542112,84709B,PINK OVAL JEWELLED MIRROR,2,2025-01-20T11:13:55Z,5.95,13168,United Kingdom,11.9
542112,84459B,YELLOW METAL CHICKEN HEART,6,2025-01-20T11:13:55Z,1.49,13168,United Kingdom,8.94
542112,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2025-01-20T11:13:55Z,0.55,13168,United Kingdom,2.2
542112,21213,PACK OF 72 SKULL CAKE CASES,8,2025-01-20T11:13:55Z,0.55,13168,United Kingdom,4.4
542112,72741,GRAND CHOCOLATECANDLE,16,2025-01-20T11:13:55Z,1.45,13168,United Kingdom,23.2
542121,84849A,HELLO SAILOR BLUE SOAP HOLDER,2,2025-01-20T11:14:33Z,1.69,17515,United Kingdom,3.38
542121,22678,FRENCH BLUE METAL DOOR SIGN 3,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22685,FRENCH BLUE METAL DOOR SIGN 0,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22684,FRENCH BLUE METAL DOOR SIGN 9,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22680,FRENCH BLUE METAL DOOR SIGN 5,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22679,FRENCH BLUE METAL DOOR SIGN 4,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22676,FRENCH BLUE METAL DOOR SIGN 1,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22682,FRENCH BLUE METAL DOOR SIGN 7,6,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,7.5
542121,22674,FRENCH TOILET SIGN BLUE METAL,2,2025-01-20T11:14:33Z,1.25,17515,United Kingdom,2.5
542121,85054,FRENCH ENAMEL POT W LID,3,2025-01-20T11:14:33Z,2.95,17515,United Kingdom,8.850000000000001
542121,21476,STEEL SWEETHEART ROUND TABLE CREAM,1,2025-01-20T11:14:33Z,14.95,17515,United Kingdom,14.95
542131,85054,FRENCH ENAMEL POT W LID,27,2025-01-20T11:15:55Z,1.25,16133,United Kingdom,33.75
542134,22183,CAKE STAND VICTORIAN FILIGREE MED,18,2025-01-20T11:16:36Z,5.95,15189,United Kingdom,107.10000000000001
C542139,22442,GROW YOUR OWN FLOWERS SET OF 3,4,2025-01-20T11:17:24Z,7.95,17094,United Kingdom,31.8
542142,15044A,PINK PAPER PARASOL,18,2026-01-20T11:09:04Z,2.95,12971,United Kingdom,53.1
542142,15044B,BLUE PAPER PARASOL,18,2026-01-20T11:09:04Z,2.95,12971,United Kingdom,53.1
542142,15044D,RED PAPER PARASOL,18,2026-01-20T11:09:04Z,2.95,12971,United Kingdom,53.1
542146,21407,BROWN CHECK CAT DOORSTOP,6,2026-01-20T11:09:27Z,4.25,13405,United Kingdom,25.5
542146,22426,ENAMEL WASH BOWL CREAM,8,2026-01-20T11:09:27Z,3.75,13405,United Kingdom,30
542147,35241,ENAMEL BLUE RIM BISCUIT BIN,6,2026-01-20T11:10:02Z,4.95,12782,Portugal,29.700000000000003
542147,22139,RETROSPOT TEA SET CERAMIC 11 PC,9,2026-01-20T11:10:02Z,4.95,12782,Portugal,44.550000000000004
542147,20716,PARTY FOOD SHOPPER BAG,20,2026-01-20T11:10:02Z,1.25,12782,Portugal,25
542147,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,6,2026-01-20T11:10:02Z,2.1,12782,Portugal,12.600000000000001
542147,47567B,TEA TIME KITCHEN APRON,9,2026-01-20T11:10:02Z,5.95,12782,Portugal,53.550000000000004
542148,21618,4 WILDFLOWER BOTANICAL CANDLES,24,2026-01-20T11:10:10Z,1.25,14060,United Kingdom,30
542148,21617,4 LILY  BOTANICAL DINNER CANDLES,24,2026-01-20T11:10:10Z,1.25,14060,United Kingdom,30
542149,22084,PAPER CHAIN KIT EMPIRE,5,2026-01-20T11:10:17Z,2.95,17811,United Kingdom,14.75
542149,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,4,2026-01-20T11:10:17Z,0.85,17811,United Kingdom,3.4
C542150,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,6,2026-01-20T11:10:30Z,0.65,14049,United Kingdom,3.9000000000000004
542155,21348,PINK SPOTS CHOCOLATE NESTING BOXES,112,2026-01-20T11:10:51Z,2.55,15777,United Kingdom,285.59999999999997
542174,21413,PERIWINKLE T-LIGHT HOLDER,12,2026-01-20T11:11:14Z,1.25,16043,United Kingdom,15
542192,21918,SET 12 KIDS COLOUR  CHALK STICKS,20,2026-01-20T11:11:27Z,0.42,14049,United Kingdom,8.4
542192,22623,BOX OF VINTAGE JIGSAW BLOCKS,10,2026-01-20T11:11:27Z,4.95,14049,United Kingdom,49.5
542192,22432,WATERING CAN PINK BUNNY,3,2026-01-20T11:11:27Z,1.95,14049,United Kingdom,5.85
542192,84231,EASTER BUNNY WITH BASKET ON BACK,10,2026-01-20T11:11:27Z,0.65,14049,United Kingdom,6.5
542192,85205B,PINK FELT EASTER RABBIT GARLAND,6,2026-01-20T11:11:27Z,2.55,14049,United Kingdom,15.299999999999999
542192,22229,BUNNY WOODEN PAINTED WITH FLOWER,4,2026-01-20T11:11:27Z,0.85,14049,United Kingdom,3.4
542192,22231,JIGSAW TREE WITH BIRDHOUSE,4,2026-01-20T11:11:27Z,1.45,14049,United Kingdom,5.8
542192,22230,JIGSAW TREE WITH WATERING CAN,4,2026-01-20T11:11:27Z,0.85,14049,United Kingdom,3.4
542192,22267,EASTER DECORATION EGG BUNNY,3,2026-01-20T11:11:27Z,1.25,14049,United Kingdom,3.75
542192,35912B,WHITE/PINK CHICK DECORATION,2,2026-01-20T11:11:27Z,1.25,14049,United Kingdom,2.5
542192,21460,GREEN EASTER EGG HUNT START POST,3,2026-01-20T11:11:27Z,1.95,14049,United Kingdom,5.85
542192,21717,EASTER TIN BUCKET,4,2026-01-20T11:11:27Z,2.55,14049,United Kingdom,10.2
542192,22966,GINGERBREAD MAN COOKIE CUTTER,6,2026-01-20T11:11:27Z,1.25,14049,United Kingdom,7.5
542192,22493,PAINT YOUR OWN CANVAS SET,3,2026-01-20T11:11:27Z,1.65,14049,United Kingdom,4.949999999999999
542207,21948,SET OF 6 CAKE CHOPSTICKS,72,2026-01-20T11:11:34Z,1.25,16422,United Kingdom,90
542207,40016,CHINESE DRAGON PAPER LANTERNS,456,2026-01-20T11:11:34Z,0.42,16422,United Kingdom,191.51999999999998
542208,21988,PACK OF 6 SKULL PAPER PLATES,192,2026-01-20T11:11:35Z,0.64,16422,United Kingdom,122.88
542208,47599A,PINK PARTY BAGS,144,2026-01-20T11:11:35Z,1.69,16422,United Kingdom,243.35999999999999
542213,22801,ANTIQUE GLASS PEDESTAL BOWL,10,2026-01-20T11:12:15Z,3.75,13837,United Kingdom,37.5
542216,16206B,RED PURSE WITH PINK HEART,5,2026-01-20T11:12:29Z,1.25,14911,EIRE,6.25
542216,16052,TEATIME PUSH DOWN RUBBER,24,2026-01-20T11:12:29Z,0.42,14911,EIRE,10.08
542216,22509,SEWING BOX RETROSPOT DESIGN,2,2026-01-20T11:12:29Z,16.95,14911,EIRE,33.9
542216,21332,MOROCCAN BEATEN METAL MIRROR,4,2026-01-20T11:12:29Z,12.75,14911,EIRE,51
542216,22214,CANDLE PLATE LACE WHITE,6,2026-01-20T11:12:29Z,2.55,14911,EIRE,15.299999999999999
542217,21416,CLAM SHELL LARGE,2,2026-01-20T11:12:36Z,3.75,14606,United Kingdom,7.5
542217,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,18,2026-01-20T11:12:36Z,1.25,14606,United Kingdom,22.5
542217,21445,12 PINK ROSE PEG PLACE SETTINGS,24,2026-01-20T11:12:36Z,1.25,14606,United Kingdom,30
542217,20707,CRAZY DAISY HEART DECORATION,2,2026-01-20T11:12:36Z,1.25,14606,United Kingdom,2.5
542217,22227,HANGING HEART MIRROR DECORATION,14,2026-01-20T11:12:36Z,0.65,14606,United Kingdom,9.1
542221,72815,3 WICK CHRISTMAS BRIAR CANDLE,2,2026-01-20T11:12:40Z,3.75,14978,United Kingdom,7.5
542222,22502,PICNIC BASKET WICKER SMALL,48,2026-01-20T11:12:42Z,4.95,14616,United Kingdom,237.60000000000002
542224,72798C,SET/4 GARDEN ROSE DINNER CANDLE,2,2026-01-20T11:12:45Z,1.65,17888,United Kingdom,3.3
542226,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,2,2026-01-20T11:13:20Z,2.55,17075,United Kingdom,5.1
542226,72800C,4 PINK DINNER CANDLE SILVER FLOCK,3,2026-01-20T11:13:20Z,2.55,17075,United Kingdom,7.6499999999999995
542228,82583,HOT BATHS METAL SIGN,6,2026-01-20T11:13:37Z,2.1,13113,United Kingdom,12.600000000000001
542228,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,8,2026-01-20T11:13:37Z,1.49,13113,United Kingdom,11.92
542228,84992,72 SWEETHEART FAIRY CAKE CASES,10,2026-01-20T11:13:37Z,0.55,13113,United Kingdom,5.5
542228,22297,HEART IVORY TRELLIS SMALL,12,2026-01-20T11:13:37Z,1.25,13113,United Kingdom,15
542229,21202,DOLLY HONEYCOMB GARLAND,12,2026-01-20T11:13:38Z,1.65,12474,Germany,19.799999999999997
542231,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4,2026-01-20T11:13:40Z,2.1,16714,United Kingdom,8.4
542231,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,6,2026-01-20T11:13:40Z,2.95,16714,United Kingdom,17.700000000000003
542231,21207,SKULL AND CROSSBONES  GARLAND,7,2026-01-20T11:13:40Z,1.65,16714,United Kingdom,11.549999999999999
542231,21205,MULTICOLOUR 3D BALLS GARLAND,7,2026-01-20T11:13:40Z,2.55,16714,United Kingdom,17.849999999999998
542231,22584,PACK OF 6 PANNETONE GIFT BOXES,4,2026-01-20T11:13:40Z,2.55,16714,United Kingdom,10.2
542231,22437,SET OF 9 BLACK SKULL BALLOONS,5,2026-01-20T11:13:40Z,0.85,16714,United Kingdom,4.25
542231,21677,HEARTS  STICKERS,8,2026-01-20T11:13:40Z,0.85,16714,United Kingdom,6.8
542231,21355,TOAST ITS - I LOVE YOU,10,2026-01-20T11:13:40Z,1.25,16714,United Kingdom,12.5
542231,84378,SET OF 3 HEART COOKIE CUTTERS,10,2026-01-20T11:13:40Z,1.25,16714,United Kingdom,12.5
